province,province_id,year,suicide,population,E,debt,income,poverty,expenditure,homicide crime,property crime,shocking crime
Nonthaburi,36,2016,49,1195218,80.41881547,35762.02212,35565.02212,0.981829412,31443.21783,326.0667853,987.5471103,54.71042638
Pathum Thani,37,2016,40,1096050,73.74641504,49496.40287,49299.40287,0.814600168,34760.38795,434.0949695,1104.137158,81.01614081
Pattani,38,2016,4,696068,46.83410394,19204.32495,19007.32495,35.90381941,16017.73184,287.1704419,560.6496528,156.8351135
Phangnga,39,2016,13,261669,17.60608611,30113.4056,29916.4056,4.557628548,21434.34261,143.667592,208.619501,20.89812684
Phatthalung,40,2016,41,522912,35.18350931,21801.27079,21604.27079,17.40657852,17222.91396,256.1103578,473.7249576,83.70572284
Phayao,41,2016,45,478883,32.22107064,18606.67821,18409.67821,12.57654734,13128.79208,107.0442084,127.0653014,15.78166495
Phetchabun,42,2016,87,994142,66.88965699,23764.40238,23567.40238,6.869859263,17828.32132,216.8663848,241.6149154,31.83487032
Phetchaburi,43,2016,27,476070,32.03180129,28114.11514,27917.11514,5.503028542,22415.12134,309.6465079,362.0938044,26.54590368
Phichit,44,2016,16,544183,36.61470314,23959.21683,23762.21683,2.596992632,18513.49107,111.6336361,175.8057987,9.796726506
Phitsanulok,45,2016,53,863299,58.08604202,22948.56094,22751.56094,6.723023603,19880.21884,268.1283976,417.7221279,29.39790935
Phra Nakhon Si Ayutthaya,46,2016,38,807606,54.33880504,30769.91828,30572.91828,3.95813346,22579.35529,365.7091455,1194.162914,53.82752126
Phrae,47,2016,46,450565,30.31572783,22846.72422,22649.72422,12.39198833,17015.90049,86.13992392,111.528342,10.05519158
Phuket,48,2016,21,381544,25.67173229,34294.6629,34097.6629,1.547880537,30106.33081,244.2192243,631.0224822,51.44025838
Prachin Buri,49,2016,42,482887,32.490475,22848.29285,22651.29285,6.239282831,19744.6684,223.0046349,467.1021834,27.00662805
Prachuap Khiri Khan,50,2016,40,526267,35.40924648,28219.65648,28022.65648,6.686838212,25678.21732,222.1166839,403.2247794,33.7591914
Ranong,51,2016,8,175121,11.78280731,24094.22415,23897.22415,16.67364584,17304.8056,81.87621156,110.6404672,14.00392902
Ratchaburi,52,2016,45,845105,56.86188046,22211.16719,22014.16719,11.92986192,17082.24908,421.1759874,698.3388026,48.27700824
Rayong,53,2016,72,689673,46.403824,34575.75283,34378.75283,2.18417298,26381.1246,464.5360642,932.7782259,44.4754889
Roi Et,54,2016,54,1307198,87.95325601,20286.02128,20089.02128,6.996169496,18357.99738,264.789655,397.6154903,26.96874683
Sa Kaeo,55,2016,41,555053,37.34607811,31030.0242,30833.0242,18.05165598,22541.85614,266.4408903,348.3801693,20.52623823
Sakon Nakhon,56,2016,61,1143514,76.93997359,20495.3315,20298.3315,14.73975602,15037.53268,158.1672713,229.9052838,17.04548838
Samut Prakan,57,2016,40,1272447,85.61507648,27741.62329,27544.62329,0.814600711,23834.98566,410.6151204,1120.603903,67.43554314
Samut Sakhon,58,2016,41,526663,35.43589087,31797.5276,31600.5276,3.113765305,24555.30201,203.5862596,400.1441269,41.76132739
Samut Songkhram,59,2016,8,192806,12.97272141,19294.81602,19097.81602,4.532091112,20333.38834,73.74828885,137.5317952,13.91345118
Saraburi,60,2016,32,632798,42.57705757,31747.93466,31550.93466,4.478236082,24603.75522,260.3924883,704.1511168,35.48792069
Satun,61,2016,10,316340,21.28455904,25077.97624,24880.97624,9.308363199,20476.35131,95.06588512,254.7144141,26.29783635
Si Sa Ket,62,2016,84,1468546,98.80936346,20437.68381,20240.68381,13.4776298,19084.84353,407.4141795,548.2636862,34.10177635
Sing Buri,63,2016,12,210748,14.17992745,26998.02786,26801.02786,9.587607599,21928.03868,107.0189832,219.0783374,7.329779398
Songkhla,64,2016,73,1406087,94.60688425,27982.2634,27785.2634,4.968551168,23782.29146,581.3058409,1199.312572,175.5176791
Sukhothai,65,2016,49,600362,40.39464005,24966.30312,24769.30312,12.09481195,17718.04386,161.6178557,174.0650434,22.380764
Suphan Buri,66,2016,69,847132,56.99826474,16414.2672,16217.2672,13.9432799,15561.63625,272.9678393,609.771076,42.47255837
Surat Thani,67,2016,71,1044203,70.25795158,37677.78708,37480.78708,3.098006608,27878.66355,563.3205679,906.6464845,133.7603651
Surin,68,2016,74,1394263,93.81132054,21741.61946,21544.61946,13.00460198,20086.6241,321.398509,350.2374531,25.49437267
Tak,69,2016,68,526558,35.42882607,22877.17919,22680.17919,28.60816754,16698.86479,166.5167943,208.0994734,32.08279169
Trang,70,2016,45,640105,43.06870033,22433.13072,22236.13072,11.04781716,17662.83528,304.4955203,331.8712242,82.20439787
Trat,71,2016,29,218923,14.72997256,23211.98245,23014.98245,12.85356029,19287.7282,152.243815,148.6217465,12.6461469
Ubon Ratchathani,72,2016,100,1852718,124.6579176,20793.25883,20596.25883,12.19005822,13681.25074,358.9526088,627.8993131,44.08450185
Udon Thani,73,2016,89,1571882,105.7622028,24403.81256,24206.81256,8.136493547,23835.234,247.7072235,442.3943479,44.58309746
Uthai Thani,74,2016,25,330148,22.21361382,21026.74962,20829.74962,8.604913049,17320.51632,103.4676964,102.0166108,11.9460797
Uttaradit,75,2016,26,457976,30.81436812,20845.79632,20648.79632,12.29444045,16551.27437,115.851411,172.3107435,16.71342863
Yala,76,2016,13,518859,34.91080805,15838.63049,15641.63049,19.85872404,12281.91989,273.0549114,740.7127486,133.0646427
Yasothon,77,2016,17,539742,36.31589576,19242.54883,19045.54883,15.62350486,15779.09856,104.0995486,154.5816483,12.84800127
Amnat Charoen,1,2017,19,376839,25.35516199,24193.27538,23996.27538,16.16395644,18879.05897,61.29488372,67.4147424,5.641718201
Ang Thong,2,2017,20,281432,18.93581596,26874.88845,26677.88845,16.67773941,19385.27248,174.5103569,349.296699,16.2846355
Bangkok Metropolis,3,2017,220,5586320,375.8688685,44832.78125,44635.78125,1.577003464,36081.99296,3679.492749,8874.498514,522.2028969
Bueng Kan,4,2017,26,421741,28.37633942,28088.86174,27891.86174,5.456453234,28265.68016,68.26341949,123.9284387,14.23527638
Buri Ram,5,2017,87,1588282,106.8656572,18528.646,18331.646,21.64809295,16732.15089,353.8052549,414.1881056,35.50523886
Chachoengsao,6,2017,33,703968,47.365646,33427.47825,33230.47825,3.427235778,25820.82498,391.0350102,574.3429037,21.02815084
Chai Nat,7,2017,20,329750,22.18683487,27140.33781,26943.33781,21.63563491,17433.91541,106.9087002,146.2723287,9.756241386
Chaiyaphum,8,2017,73,1137873,76.56042564,29206.33642,29009.33642,6.315999679,19556.76847,203.8834879,202.2350364,37.48045759
Chanthaburi,9,2017,58,530815,35.71525323,43347.87361,43150.87361,6.873339685,24388.49942,388.8416843,436.1148309,17.23813633
Chiang Mai,10,2017,179,1610419,108.3551188,13001.59483,12804.59483,7.682341163,10507.34467,451.3164662,1378.006277,78.07563257
Chiang Rai,11,2017,126,1166461,78.48393507,12743.08552,12546.08552,14.14742939,11125.04318,249.239536,369.6887872,42.93084681
Chon Buri,12,2017,96,1479401,99.53972917,30960.31528,30763.31528,0.855167485,27317.8923,655.4766362,1404.472408,104.0703759
Chumphon,13,2017,52,504485,33.94367063,29797.61388,29600.61388,4.389777407,26514.43459,250.9800185,284.7331037,39.54922251
Kalasin,14,2017,62,984914,66.26876203,14002.97096,13805.97096,28.68687387,12493.20848,180.9956977,428.9062147,28.32412189
Kamphaeng Phet,15,2017,56,728058,48.98651288,22007.00382,21810.00382,5.046684188,20758.7827,169.4543628,219.5697781,25.47408288
Kanchanaburi,16,2017,51,810876,54.55882308,21814.12024,21617.12024,12.92080468,17893.78428,315.1534807,647.1892297,43.78243808
Khon Kaen,17,2017,93,1801037,121.1806232,24666.73897,24469.73897,5.74531024,19458.79958,342.5317006,779.7424542,61.9952489
Krabi,18,2017,26,466165,31.3653552,28490.44785,28293.44785,6.092151432,39600.58445,214.6198405,549.9563404,51.60489482
Lampang,19,2017,84,745121,50.13457645,21687.33072,21490.33072,11.32471138,16110.82583,164.65153,322.8393193,20.48799425
Lamphun,20,2017,37,403614,27.15668588,27477.34526,27280.34526,4.764332024,23510.74203,77.78297229,182.9016239,14.76898347
Loei,21,2017,47,636772,42.84444341,21862.99366,21665.99366,4.80084026,16789.54496,102.7470639,252.8189575,20.696198
Lop Buri,22,2017,61,756166,50.87772608,27868.88678,27671.88678,11.27368124,17766.26418,200.9097536,444.0109245,22.93761873
Mae Hong Son,23,2017,33,233632,15.71965005,18906.33429,18709.33429,37.54939379,14717.88178,81.5073736,86.01603276,6.443751468
Maha Sarakham,24,2017,45,962750,64.77748376,16004.05159,15807.05159,11.1433981,13475.96175,203.1866164,363.4620833,20.10129166
Mukdahan,25,2017,26,348204,23.42849022,23804.32091,23607.32091,15.62381799,17724.11717,89.70907351,136.8484648,13.33444912
Nakhon Nayok,26,2017,10,258019,17.36050022,28943.82842,28746.82842,8.380340723,21022.24223,99.2812879,181.2804801,7.449180981
Nakhon Pathom,27,2017,55,900090,60.56148051,53772.37846,53575.37846,1.830403147,34547.53308,419.5767146,762.3867378,77.34946694
Nakhon Phanom,28,2017,29,715833,48.16396836,16749.66572,16552.66572,21.22779383,14579.0106,129.1110675,236.4637839,14.4785995
Nakhon Ratchasima,29,2017,191,2631594,177.0636589,30890.8113,30693.8113,13.79349169,21366.27172,476.938829,602.2085332,53.64260872
Nakhon Sawan,30,2017,71,1064055,71.59366968,23149.47909,22952.47909,8.058134266,18974.93307,349.8290824,507.0570756,32.48612107
Nakhon Si Thammarat,31,2017,106,1553363,104.516174,23224.28772,23027.28772,11.92528346,19267.62495,504.0181988,665.9408677,121.4910435
Nan,32,2017,52,478093,32.16791643,19138.78975,18941.78975,18.04335902,14038.77413,77.09987448,91.48110694,15.52571264
Narathiwat,33,2017,6,791733,53.2708092,21302.86672,21105.86672,31.48934642,12782.09188,264.6977333,673.367887,121.7142948
Nong Bua Lam Phu,34,2017,15,510761,34.36594379,24672.57889,24475.57889,14.63355938,19932.89264,106.3536171,166.1406224,14.5219904
Nong Khai,35,2017,21,516746,34.76863737,23583.98435,23386.98435,4.286244268,21634.27737,71.78375847,95.97429409,9.964065365
Nonthaburi,36,2017,65,1212349,81.57145434,36224.44932,36027.44932,0.911154331,32163.65058,332.7041308,919.529809,48.3717085
Pathum Thani,37,2017,48,1112513,74.85410833,57706.95774,57509.95774,0.725608265,37507.91257,412.0577808,990.1114413,78.99034793
Pattani,38,2017,5,703847,47.35750466,19575.34758,19378.34758,35.3790523,16378.39322,266.7784683,568.0060728,142.4496497
Phangnga,39,2017,15,262920,17.69025815,31373.84136,31176.84136,4.463119273,22027.77796,145.3075343,226.7530036,19.98448213
Phatthalung,40,2017,43,523967,35.25449373,20989.5845,20792.5845,18.57433704,17047.67521,257.7932797,519.7599526,81.74801444
Phayao,41,2017,46,475991,32.02648587,19560.39333,19363.39333,11.94597096,13479.10422,105.2941431,125.0738358,15.52709767
Phetchabun,42,2017,63,993392,66.83919413,25591.11806,25394.11806,5.9988651,19287.81255,205.6852913,234.3548138,28.7261936
Phetchaburi,43,2017,25,477691,32.14086834,30152.35862,29955.35862,5.310648358,23439.69572,320.2618764,371.5363856,24.21874349
Phichit,44,2017,25,542110,36.47522381,25130.37078,24933.37078,2.380543828,19415.25006,103.5180138,160.6347166,8.14024188
Phitsanulok,45,2017,53,864208,58.147203,23422.35859,23225.35859,6.213661519,20619.82667,247.2566772,362.0144237,25.49854695
Phra Nakhon Si Ayutthaya,46,2017,54,810232,54.51549231,32633.14054,32436.14054,3.897679928,23071.92826,368.3543215,1235.383698,51.76837835
Phrae,47,2017,48,448160,30.15391028,23910.84759,23713.84759,11.85771343,17718.38001,80.17756611,100.6515354,8.793915831
Phuket,48,2017,20,388241,26.12233194,35893.76948,35696.76948,1.405202261,31700.73159,244.5054568,636.5909315,54.85146982
Prachin Buri,49,2017,33,485493,32.66581659,22569.48713,22372.48713,5.666187806,19486.85328,225.0515454,445.0713336,24.40506445
Prachuap Khiri Khan,50,2017,38,530344,35.68356255,30117.4757,29920.4757,6.275604088,27210.50894,214.4119605,395.9135274,30.63903016
Ranong,51,2017,9,176278,11.86065467,23215.36159,23018.36159,17.3905531,16325.90587,78.61866515,105.95059,13.14825066
Ratchaburi,52,2017,34,846329,56.94423584,22438.81855,22241.81855,10.73726959,17428.05877,427.845768,733.3625803,43.63913439
Rayong,53,2017,55,700069,47.10330645,37306.1066,37109.1066,2.082466649,28136.52777,506.2416271,900.3822634,43.22280992
Roi Et,54,2017,50,1306993,87.93946283,20242.39562,20045.39562,6.453474086,18987.77017,248.5486679,404.6881068,26.18779045
Sa Kaeo,55,2017,36,557374,37.50224382,34254.859,34057.859,18.42240125,23975.10962,283.6555682,346.8030218,18.94667371
Sakon Nakhon,56,2017,54,1146831,77.16315397,21697.89342,21500.89342,12.88096518,15830.14646,146.9336635,216.5696781,14.84747312
Samut Prakan,57,2017,55,1286150,86.53706647,28181.16589,27984.16589,0.725608628,23962.5375,396.4429535,1045.811557,59.48933954
Samut Sakhon,58,2017,34,533225,35.8774072,34654.27301,34457.27301,2.931246488,26306.25147,199.7055637,380.4082528,40.20722134
Samut Songkhram,59,2017,10,192423,12.94695171,20251.20856,20054.20856,4.592748284,21401.15253,73.1792264,136.6654109,13.03095702
Saraburi,60,2017,37,634867,42.71626776,32364.66117,32167.66117,4.144083147,25600.0246,251.4523633,664.148168,34.18922712
Satun,61,2017,10,318183,21.40856309,25664.36862,25467.36862,10.11096914,20558.46047,85.61444135,263.5678405,23.49630849
Si Sa Ket,62,2017,92,1470137,98.916412,21998.67633,21801.67633,11.5489419,21175.56419,425.0955897,606.8203021,33.43209146
Sing Buri,63,2017,12,210063,14.13383804,27010.42039,26813.42039,10.28958799,22137.63835,101.5719181,216.085686,6.428598515
Songkhla,64,2017,56,1412116,95.01253832,28227.9108,28030.9108,5.284148441,24487.60588,560.398247,1087.332344,168.4195711
Sukhothai,65,2017,30,599140,40.31241924,26193.78206,25996.78206,12.00421539,18740.55347,159.9180852,166.2923855,21.18922997
Suphan Buri,66,2017,45,848136,57.06581768,16378.42056,16181.42056,12.93399131,16390.47131,262.4465047,598.7855985,39.82082261
Surat Thani,67,2017,75,1048685,70.55951759,38218.58392,38021.58392,3.210528861,28433.64368,523.7901586,870.681565,122.5455291
Surin,68,2017,68,1395250,93.87772965,22294.52692,22097.52692,12.16283433,21404.35231,316.1253871,364.9419945,23.86240459
Tak,69,2017,56,532237,35.8109308,25452.19721,25255.19721,26.85260452,18180.44215,161.7452383,203.4622407,31.22441362
Trang,70,2017,37,641152,43.13914648,20212.74569,20015.74569,11.33345787,16948.76865,303.2796337,315.6318524,75.13901107
Trat,71,2017,28,219253,14.75217621,22583.63595,22386.63595,11.99074915,20005.93918,151.6896287,142.9852587,11.22365821
Ubon Ratchathani,72,2017,106,1858789,125.0663976,20506.95321,20309.95321,12.08656749,13348.39963,345.6908337,632.6638329,42.52356802
Udon Thani,73,2017,93,1575173,105.9836338,24610.50723,24413.50723,7.868851724,25041.11442,230.0656228,426.9792586,42.10272334
Uthai Thani,74,2017,26,329666,22.18118303,21463.31828,21266.31828,7.410979801,18467.48879,97.41241151,94.90022171,10.53348744
Uttaradit,75,2017,30,456630,30.72380411,21285.52337,21088.52337,11.31903573,17516.78321,108.5763086,163.9305475,15.85928226
Yala,76,2017,7,523402,35.21647838,14653.99107,14456.99107,19.62120696,11992.13627,267.6838769,803.8019607,129.3023897
Yasothon,77,2017,22,539406,36.2932884,20030.31649,19833.31649,14.14667119,16609.22491,102.7398463,161.4808897,12.73896485
Amnat Charoen,1,2018,18,377581,25.40508657,25975.21055,25778.21055,15.73652899,19824.30635,57.12817191,62.82147529,5.053497428
Ang Thong,2,2018,18,280621,18.88124879,27488.01551,27291.01551,17.86656695,19419.19032,182.7021884,369.4747963,15.63614444
Bangkok Metropolis,3,2018,150,5575104,375.1142133,44056.33372,43859.33372,1.373125223,36819.48195,3713.931972,8715.543249,527.1073678
Bueng Kan,4,2018,21,422859,28.45156272,30422.39528,30225.39528,5.682526635,31126.38443,64.39381253,127.6807478,13.61723489
Buri Ram,5,2018,132,1591632,107.0910579,18840.83614,18643.83614,20.07475598,17443.35477,351.2211391,442.3458384,36.78099395
Chachoengsao,6,2018,32,708894,47.69708603,34783.78225,34586.78225,3.280537447,26749.31871,403.1442119,527.6082885,17.52950243
Chai Nat,7,2018,25,328648,22.11268812,27653.37738,27456.37738,22.77133937,17546.96195,101.1192623,140.8822837,8.562953771
Chaiyaphum,8,2018,73,1138091,76.57509351,32381.71194,32184.71194,5.280715849,20796.80756,190.6476626,197.6141562,39.45023941
Chanthaburi,9,2018,49,532526,35.83037582,47937.19589,47740.19589,6.304952271,25641.23298,415.4063516,425.4650782,15.11573551
Chiang Mai,10,2018,165,1620100,109.0064933,12340.39695,12143.39695,6.987799216,9878.90632,446.7875704,1295.928904,74.31632262
Chiang Rai,11,2018,137,1170232,78.7376623,12403.6922,12206.6922,12.97003767,10986.44894,238.6603461,360.6125579,40.16233476
Chon Buri,12,2018,58,1503563,101.1654405,32234.86747,32037.86747,0.804912294,28171.43335,644.951036,1275.86765,96.34380983
Chumphon,13,2018,40,505994,34.04520189,30136.41289,29939.41289,4.414533936,27446.75702,240.7503842,274.5599388,36.05148964
Kalasin,14,2018,88,984901,66.26788734,13601.04262,13404.04262,27.83544848,12539.33483,175.9928769,439.9154312,27.16628197
Kamphaeng Phet,15,2018,57,726994,48.91492291,22404.55481,22207.55481,4.408958907,22167.83731,159.7227039,208.9249234,24.1080586
Kanchanaburi,16,2018,55,815178,54.84827802,22970.10468,22773.10468,11.73581618,18332.72851,310.2949703,658.3240893,41.07591574
Khon Kaen,17,2018,130,1802880,121.3046273,26487.93131,26290.93131,5.222259183,21007.58192,327.132479,775.4837529,61.06171956
Krabi,18,2018,17,469847,31.61309417,27957.52874,27760.52874,6.00978114,44928.07621,205.1823899,567.8147981,49.30339826
Lampang,19,2018,77,742078,49.92983183,22250.69289,22053.69289,10.91435976,16330.18774,162.9900396,322.4466712,18.6477899
Lamphun,20,2018,26,403330,27.13757728,29114.29936,28917.29936,4.380712328,24781.5711,72.11285716,160.5532448,14.55487395
Loei,21,2018,58,638250,42.94388887,22769.96128,22572.96128,4.147169756,17191.65915,93.96810836,250.6039936,19.44339494
Lop Buri,22,2018,74,756711,50.91439576,29825.18442,29628.18442,10.88619708,18180.11411,189.6727365,423.2205076,19.84631216
Mae Hong Son,23,2018,41,237436,15.97559765,21705.12553,21508.12553,34.56329125,16776.75632,86.95200688,88.14886833,6.004661295
Maha Sarakham,24,2018,46,962473,64.75884615,14800.45163,14603.45163,10.36902877,13089.38481,201.8188914,367.3062592,20.27189157
Mukdahan,25,2018,22,349265,23.49987833,24988.70966,24791.70966,14.63840421,18501.81363,88.65858338,141.7841021,12.88985676
Nakhon Nayok,26,2018,10,258673,17.40450383,31230.82715,31033.82715,7.992902359,22279.31035,99.03243494,169.3585277,6.082678337
Nakhon Pathom,27,2018,35,905125,60.90025447,61835.022,61638.022,1.624036505,38841.90133,420.7037333,725.1025866,77.97105863
Nakhon Phanom,28,2018,29,716782,48.22782069,17246.27672,17049.27672,19.70151239,15259.51024,131.7182607,256.2257221,13.31542781
Nakhon Ratchasima,29,2018,163,2638687,177.5409029,33341.55089,33144.55089,13.57891717,22875.66479,435.4352375,561.0231661,50.65669733
Nakhon Sawan,30,2018,99,1062699,71.50243284,23249.66511,23052.66511,7.429986164,20115.60945,329.2056213,455.9436002,27.86777406
Nakhon Si Thammarat,31,2018,130,1556075,104.6986477,22234.38916,22037.38916,12.19358839,18962.89256,460.1081787,611.9830718,112.0478919
Nan,32,2018,63,477648,32.13797514,19592.01142,19395.01142,17.22449409,14045.08274,71.97850467,83.51989805,15.90959607
Narathiwat,33,2018,5,798098,53.69907062,22224.25107,22027.25107,30.97886498,12678.93181,240.9209594,660.8248169,108.9502888
Nong Bua Lam Phu,34,2018,25,511407,34.40940913,26543.4493,26346.4493,13.8065453,21089.62579,103.9628756,171.3276562,14.74686766
Nong Khai,35,2018,34,517343,34.8088058,24938.85896,24741.85896,3.846922742,23081.41737,65.835859,85.12659657,9.187866782
Nonthaburi,36,2018,45,1228649,82.66818037,36692.8721,36495.8721,0.84935165,32900.57878,339.7233617,856.3210949,42.93491824
Pathum Thani,37,2018,57,1129006,75.96382013,67284.88699,67087.88699,0.649542244,40472.59016,391.336981,888.0335645,77.23955091
Pattani,38,2018,14,712310,47.92692751,19953.59603,19756.59603,34.87319863,16747.16543,248.0283787,575.6678688,129.5706956
Phangnga,39,2018,18,263919,17.75747467,32687.36131,32490.36131,4.379269674,22637.63246,147.2033739,246.7670374,19.30011113
Phatthalung,40,2018,58,524618,35.29829548,20208.3826,20011.3826,19.837084,16874.21133,259.7208144,570.576356,80.06079152
Phayao,41,2018,38,473909,31.88640099,20563.49521,20366.49521,11.35583592,13838.75373,103.7878419,123.3359265,15.47205818
Phetchabun,42,2018,77,993024,66.81443369,27559.39787,27362.39787,5.244861751,20866.76827,195.2865022,227.5262746,26.09124078
Phetchaburi,43,2018,31,479280,32.24778231,32339.39044,32142.39044,5.133583249,24511.09019,331.4999903,381.4839326,22.2678723
Phichit,44,2018,22,540019,36.33453337,26359.22589,26162.22589,2.18825081,20360.92004,96.17867066,146.9537721,6.881293739
Phitsanulok,45,2018,55,864644,58.17653874,23906.00598,23709.00598,5.750538778,21386.93893,228.1993221,313.8819369,22.26839725
Phra Nakhon Si Ayutthaya,46,2018,35,813622,54.74358441,34609.89094,34412.89094,3.846707381,23575.23631,371.2624077,1277.926494,49.99865457
Phrae,47,2018,62,445766,29.99283285,25024.94495,24827.94495,11.35550508,18449.84914,74.81050545,91.00980686,7.824635482
Phuket,48,2018,25,395424,26.60563151,37567.84925,37370.84925,1.280532686,33379.5567,245.0287114,642.3942195,58.76533972
Prachin Buri,49,2018,39,488790,32.8876513,22294.09962,22097.09962,5.152930276,19232.39642,227.3460239,424.251573,22.2222158
Prachuap Khiri Khan,50,2018,35,534589,35.96918231,32143.79965,31946.79965,5.897707161,28834.22301,207.1912449,388.9473457,27.98112594
Ranong,51,2018,8,177001,11.90930086,22368.80938,22171.80938,18.15278695,15402.37471,75.68897201,101.6678048,12.51463182
Ratchaburi,52,2018,51,847350,57.01293261,22668.80832,22471.80832,9.671313709,17780.85905,434.8526072,770.4353027,39.6238335
Rayong,53,2018,54,710811,47.82606909,40253.27779,40056.27779,1.99176832,30008.7213,551.9615058,869.353218,42.21912387
Roi Et,54,2018,78,1306530,87.90831043,20198.85039,20001.85039,5.960477366,19639.13638,233.5051615,412.1299949,25.63280933
Sa Kaeo,55,2018,57,559641,37.6547762,37816.9491,37619.9491,18.81364126,25499.47833,302.2561081,345.4654437,17.66084321
Sakon Nakhon,56,2018,64,1149943,77.37254117,22971.67853,22774.67853,11.2636302,16664.52618,136.6878098,204.2067194,13.07735737
Samut Prakan,57,2018,55,1300830,87.52479273,28627.70564,28430.70564,0.649541167,24090.76242,382.9629915,975.9913673,52.64704939
Samut Sakhon,58,2018,20,540062,36.33742658,37769.245,37572.245,2.76634881,28182.04016,196.1224853,361.8628544,38.91842615
Samut Songkhram,59,2018,8,192138,12.92777582,21255.47556,21058.47556,4.664097129,22524.9755,72.8275211,136.0389356,12.37296727
Saraburi,60,2018,35,637223,42.8747884,32993.42527,32796.42527,3.842093642,26636.62346,243.0365051,626.5781245,33.14306472
Satun,61,2018,18,320137,21.54003565,26264.56349,26067.56349,10.99940233,20640.88971,77.27210731,272.9967156,21.15595571
Si Sa Ket,62,2018,91,1471434,99.00367909,23680.03041,23483.03041,9.903035559,23495.30295,443.8074573,671.916804,32.98935099
Sing Buri,63,2018,13,209444,14.09218936,27022.8036,26825.8036,11.05870293,22349.23186,96.59846375,213.361934,5.764364266
Songkhla,64,2018,83,1418792,95.461725,28475.71391,28278.71391,5.632303121,25213.82675,540.4794454,986.0723913,161.8266691
Sukhothai,65,2018,41,597639,40.21142625,27482.06955,27285.06955,11.9249289,19822.0595,158.4622684,159.075247,20.24717721
Suphan Buri,66,2018,47,847992,57.05612881,16342.63917,16145.63917,12.00604637,17263.43925,252.5494686,588.2219365,37.52775006
Surat Thani,67,2018,67,1053944,70.91336312,38767.16639,38570.16639,3.336427639,28999.66104,487.2012941,836.2499781,112.4611665
Surin,68,2018,74,1396289,93.94763753,22861.60634,22664.60634,11.38393509,22808.51287,311.1717583,380.5152381,22.51828666
Tak,69,2018,53,537702,36.1786368,28319.54103,28122.54103,25.21365495,19793.45463,157.3237721,199.150682,30.59740054
Trang,70,2018,38,641755,43.17971861,18214.06983,18017.06983,11.63904154,16263.5634,302.2936446,300.3946994,68.86755939
Trat,71,2018,18,219819,14.79025885,21972.43219,21775.43219,11.19431312,20750.88266,151.3620427,137.7720848,10.10585762
Ubon Ratchathani,72,2018,115,1864544,125.4536159,20224.6143,20027.6143,11.99460343,13023.63931,333.1286931,637.692659,41.2271634
Udon Thani,73,2018,117,1578403,106.2009605,24818.95106,24621.95106,7.619216712,26307.9904,213.8702008,412.3423715,39.95817149
Uthai Thani,74,2018,30,329205,22.1501652,21909.02007,21712.02007,6.389194651,19690.40096,91.90232267,88.46851124,9.428824068
Uttaradit,75,2018,45,455211,30.62832839,21734.59775,21537.59775,10.42904261,18538.60186,101.9484448,156.1640238,15.22832768
Yala,76,2018,5,528350,35.54939865,13559.06372,13362.06372,19.39772617,11709.18285,262.6396439,872.4348267,125.8713198
Yasothon,77,2018,39,538837,36.25500391,20850.6488,20653.6488,12.81706936,17483.0115,101.6159099,168.9496261,12.82358986
Amnat Charoen,1,2019,23,377738,25.41565013,27889.45479,27692.45479,15.32846507,20816.87339,53.24278072,58.53903777,4.525939131
Ang Thong,2,2019,20,279838,18.82856557,28115.22338,27918.22338,19.15123279,19453.16227,191.2734763,390.812391,15.01143187
Bangkok Metropolis,3,2019,149,5563137,374.309028,43293.38439,43096.38439,1.199787606,37572.03771,3748.688203,8559.430306,532.0532222
Bueng Kan,4,2019,25,423326,28.48298426,32951.12937,32754.12937,5.930516501,34276.59773,60.74142096,131.5421224,13.02415078
Buri Ram,5,2019,110,1593434,107.2123034,19158.33353,18961.33353,18.62331637,18184.78161,348.6519874,472.4111515,38.09843552
Chachoengsao,6,2019,58,713754,48.02408533,36195.43138,35998.43138,3.146784721,27711.19301,415.6232832,484.6741333,14.61201555
Chai Nat,7,2019,24,327084,22.00745624,28176.17582,27979.17582,23.97689538,17660.73622,95.64092486,135.6878761,7.514637651
Chaiyaphum,8,2019,81,1137011,76.502427,35904.64462,35707.64462,4.420440299,22115.46566,178.2686382,193.0954555,41.51891922
Chanthaburi,9,2019,54,533806,35.91649909,53014.59452,52817.59452,5.790345758,26958.30611,443.7793483,415.0718126,13.25340992
Chiang Mai,10,2019,199,1628164,109.5490699,11713.33658,11516.33658,6.362711396,9288.051635,442.3002019,1218.737306,70.73526457
Chiang Rai,11,2019,119,1173267,78.94186865,12073.4738,11876.4738,11.89788282,10849.57708,228.5272517,351.7556278,37.57006997
Chon Buri,12,2019,71,1526707,102.7226569,33562.21311,33365.21311,0.761160353,29051.63602,634.590588,1159.036684,89.18856455
Chumphon,13,2019,49,506808,34.09997091,30479.07998,30282.07998,4.447530093,28411.8553,230.9347119,264.7470529,32.86119309
Kalasin,14,2019,72,983550,66.17698692,13210.80925,13013.80925,27.01774192,12585.62663,171.1251836,451.2021654,26.05330339
Kamphaeng Phet,15,2019,54,725253,48.7977818,22809.34261,22612.34261,3.857527161,23672.52631,150.5473947,198.7932842,22.81307328
Kanchanaburi,16,2019,63,819704,55.15280452,24187.89305,23990.89305,10.66643832,18782.43417,305.5077061,669.6455891,38.53436594
